,AUD,Indexed,BRL,Indexed,CHF,Indexed,CNY,Indexed,EUR,Indexed,GBP,Indexed,JPY,Indexed
2000-09-19,0.5420,1.2107,1.8550,0.9922,1.7765,0.8762,8.2779,1.0002,0.8514,1.2108,1.4080,1.1626,107.0200,0.9633
2000-09-20,0.5372,1.2215,1.8570,0.9911,1.7845,0.8722,8.2775,1.0003,0.8462,1.2183,1.4107,1.1604,106.7700,0.9655
2000-09-21,0.5428,1.2089,1.8540,0.9927,1.7715,0.8786,8.2778,1.0003,0.8558,1.2046,1.4280,1.1464,106.5000,0.9680
2000-09-22,0.5455,1.2029,1.8575,0.9908,1.7295,0.9000,8.2787,1.0001,0.8793,1.1724,1.4568,1.1237,107.9400,0.9551
2000-09-25,0.5490,1.1953,1.8440,0.9981,1.7390,0.8951,8.2793,1.0001,0.8738,1.1798,1.4540,1.1259,107.6300,0.9578
2000-09-26,0.5506,1.1918,1.8517,0.9940,1.7279,0.9008,8.2791,1.0001,0.8815,1.1695,1.4600,1.1212,107.6300,0.9578
2000-09-27,0.5510,1.1909,1.8490,0.9954,1.7325,0.8984,8.2795,1.0000,0.8805,1.1708,1.4607,1.1207,107.4400,0.9595
2000-09-28,0.5490,1.1953,1.8482,0.9958,1.7288,0.9003,8.2799,1.0000,0.8826,1.1680,1.4635,1.1186,107.5900,0.9582
2000-09-29,0.5415,1.2118,1.8440,0.9981,1.7265,0.9015,8.2798,1.0000,0.8837,1.1666,1.4787,1.1071,107.9000,0.9554
2000-10-02,0.5450,1.2040,1.8470,0.9965,1.7322,0.8986,8.2790,1.0001,0.8806,1.1707,1.4675,1.1155,108.8100,0.9474
2000-10-03,0.5400,1.2152,1.8480,0.9959,1.7365,0.8963,8.2790,1.0001,0.8741,1.1794,1.4565,1.1239,108.6600,0.9487
2000-10-04,0.5365,1.2231,1.8520,0.9938,1.7395,0.8948,8.2790,1.0001,0.8726,1.1814,1.4558,1.1245,109.2900,0.9433
2000-10-05,0.5350,1.2265,1.8520,0.9938,1.7491,0.8899,8.2790,1.0001,0.8685,1.1870,1.4502,1.1288,109.3000,0.9432
2000-10-06,0.5339,1.2291,1.8550,0.9922,1.7515,0.8887,8.2790,1.0001,0.8680,1.1877,1.4445,1.1333,108.8100,0.9474
2000-10-10,0.5339,1.2291,1.8550,0.9922,1.7515,0.8887,8.2789,1.0001,0.8682,1.1874,1.4484,1.1302,107.9000,0.9554
2000-10-11,0.5360,1.2243,1.8600,0.9895,1.7328,0.8983,8.2786,1.0002,0.8715,1.1829,1.4620,1.1197,107.6300,0.9578
2000-10-12,0.5320,1.2335,1.8620,0.9885,1.7415,0.8938,8.2786,1.0002,0.8644,1.1926,1.4735,1.1110,107.5800,0.9583
2000-10-13,0.5297,1.2388,1.8770,0.9806,1.7595,0.8846,8.2784,1.0002,0.8568,1.2032,1.4597,1.1215,107.6700,0.9575
2000-10-16,0.5230,1.2547,1.8710,0.9837,1.7790,0.8749,8.2781,1.0002,0.8489,1.2144,1.4455,1.1325,108.3000,0.9519
2000-10-17,0.5188,1.2648,1.8735,0.9824,1.7773,0.8758,8.2784,1.0002,0.8507,1.2118,1.4426,1.1348,108.1500,0.9532
2000-10-18,0.5187,1.2651,1.8760,0.9811,1.7875,0.8708,8.2781,1.0002,0.8391,1.2286,1.4464,1.1318,107.7800,0.9565
2000-10-19,0.5210,1.2595,1.8750,0.9816,1.7875,0.8708,8.2780,1.0002,0.8406,1.2264,1.4422,1.1351,108.5500,0.9497
2000-10-20,0.5280,1.2428,1.8820,0.9779,1.7885,0.8703,8.2778,1.0003,0.8400,1.2273,1.4448,1.1330,109.0400,0.9454
2000-10-23,0.5274,1.2442,1.8930,0.9723,1.7985,0.8654,8.2784,1.0002,0.8364,1.2325,1.4550,1.1251,108.4500,0.9506
2000-10-24,0.5256,1.2485,1.9010,0.9682,1.8005,0.8645,8.2784,1.0002,0.8364,1.2325,1.4490,1.1297,108.0800,0.9538
2000-10-25,0.5191,1.2641,1.9250,0.9561,1.8165,0.8569,8.2782,1.0002,0.8270,1.2466,1.4335,1.1420,108.0500,0.9541
2000-10-26,0.5185,1.2656,1.9460,0.9458,1.8250,0.8529,8.2785,1.0002,0.8271,1.2464,1.4313,1.1437,108.3600,0.9514
2000-10-27,0.5233,1.2540,1.9310,0.9531,1.8065,0.8616,8.2788,1.0001,0.8406,1.2264,1.4517,1.1276,108.7500,0.9480
2000-10-30,0.5235,1.2535,1.9185,0.9593,1.8068,0.8615,8.2780,1.0002,0.8432,1.2226,1.4530,1.1266,108.9900,0.9459
2000-10-31,0.5181,1.2666,1.9080,0.9646,1.7978,0.8658,8.2775,1.0003,0.8486,1.2148,1.4505,1.1286,109.1500,0.9445
2000-11-01,0.5227,1.2554,1.9090,0.9641,1.7765,0.8762,8.2773,1.0003,0.8584,1.2010,1.4452,1.1327,108.4800,0.9503
2000-11-02,0.5208,1.2600,1.9190,0.9591,1.7799,0.8745,8.2770,1.0004,0.8594,1.1996,1.4440,1.1337,108.3900,0.9511
2000-11-03,0.5249,1.2501,1.9370,0.9502,1.7667,0.8810,8.2768,1.0004,0.8614,1.1968,1.4484,1.1302,107.5800,0.9583
2000-11-06,0.5280,1.2428,1.9410,0.9482,1.7725,0.8781,8.2771,1.0003,0.8584,1.2010,1.4320,1.1432,107.3400,0.9604
2000-11-07,0.5280,1.2428,1.9545,0.9417,1.7728,0.8780,8.2769,1.0004,0.8583,1.2011,1.4310,1.1440,107.3000,0.9608
2000-11-08,0.5264,1.2466,1.9550,0.9414,1.7775,0.8757,8.2772,1.0003,0.8559,1.2045,1.4236,1.1499,107.5700,0.9584
2000-11-09,0.5252,1.2494,1.9630,0.9376,1.7739,0.8774,8.2768,1.0004,0.8574,1.2024,1.4242,1.1494,107.4100,0.9598
2000-11-10,0.5220,1.2571,1.9510,0.9434,1.7657,0.8815,8.2772,1.0003,0.8625,1.1952,1.4305,1.1444,107.8300,0.9560
2000-11-13,0.5205,1.2607,1.9590,0.9395,1.7637,0.8825,8.2768,1.0004,0.8607,1.1977,1.4388,1.1378,107.7000,0.9572
2000-11-14,0.5190,1.2644,1.9450,0.9463,1.7723,0.8782,8.2773,1.0003,0.8573,1.2025,1.4306,1.1443,108.1500,0.9532
2000-11-15,0.5203,1.2612,1.9490,0.9443,1.7815,0.8737,8.2768,1.0004,0.8570,1.2029,1.4257,1.1482,108.7500,0.9480
2000-11-16,0.5183,1.2661,1.9475,0.9451,1.7883,0.8704,8.2773,1.0003,0.8532,1.2083,1.4228,1.1505,109.0800,0.9451
2000-11-17,0.5190,1.2644,1.9680,0.9352,1.7915,0.8688,8.2769,1.0004,0.8516,1.2105,1.4230,1.1504,108.8600,0.9470
2000-11-20,0.5134,1.2781,1.9290,0.9541,1.8000,0.8647,8.2779,1.0002,0.8486,1.2148,1.4222,1.1510,109.7900,0.9390
2000-11-21,0.5112,1.2836,1.9260,0.9556,1.7995,0.8650,8.2786,1.0002,0.8458,1.2188,1.4160,1.1561,110.2900,0.9347
2000-11-22,0.5194,1.2634,1.9290,0.9541,1.8050,0.8623,8.2782,1.0002,0.8423,1.2239,1.4077,1.1629,110.1600,0.9358
2000-11-24,0.5215,1.2583,1.9590,0.9395,1.8085,0.8607,8.2779,1.0002,0.8382,1.2299,1.3997,1.1695,111.3800,0.9256
2000-11-27,0.5261,1.2473,1.9625,0.9378,1.7803,0.8743,8.2780,1.0002,0.8500,1.2128,1.4155,1.1565,110.7000,0.9313
2000-11-28,0.5223,1.2564,1.9800,0.9295,1.7633,0.8827,8.2777,1.0003,0.8547,1.2062,1.4182,1.1543,110.2300,0.9352
2000-11-29,0.5228,1.2552,1.9580,0.9400,1.7595,0.8846,8.2774,1.0003,0.8577,1.2019,1.4209,1.1521,111.2800,0.9264
2000-11-30,0.5262,1.2471,1.9722,0.9332,1.7365,0.8963,8.2777,1.0003,0.8694,1.1858,1.4210,1.1520,110.9300,0.9293
2000-12-01,0.5372,1.2215,1.9810,0.9291,1.7285,0.9005,8.2775,1.0003,0.8765,1.1762,1.4373,1.1389,111.1500,0.9275
2000-12-04,0.5431,1.2082,1.9840,0.9277,1.7060,0.9124,8.2771,1.0003,0.8875,1.1616,1.4523,1.1272,111.0700,0.9282
2000-12-05,0.5405,1.2141,1.9600,0.9390,1.7153,0.9074,8.2770,1.0004,0.8804,1.1709,1.4410,1.1360,111.0000,0.9287
2000-12-06,0.5448,1.2045,1.9670,0.9357,1.7078,0.9114,8.2770,1.0004,0.8877,1.1613,1.4365,1.1396,110.4200,0.9336
2000-12-07,0.5470,1.1996,1.9740,0.9324,1.7015,0.9148,8.2770,1.0004,0.8891,1.1595,1.4400,1.1368,110.7000,0.9313
2000-12-08,0.5445,1.2051,1.9690,0.9347,1.7063,0.9122,8.2769,1.0004,0.8838,1.1664,1.4442,1.1335,111.2900,0.9263
2000-12-11,0.5400,1.2152,1.9620,0.9381,1.7150,0.9076,8.2773,1.0003,0.8771,1.1754,1.4554,1.1248,110.7700,0.9307
2000-12-12,0.5420,1.2107,1.9680,0.9352,1.7144,0.9079,8.2771,1.0003,0.8775,1.1748,1.4480,1.1305,111.5000,0.9246
2000-12-13,0.5380,1.2197,1.9650,0.9366,1.7175,0.9063,8.2770,1.0004,0.8755,1.1775,1.4510,1.1282,112.4000,0.9172
2000-12-14,0.5397,1.2159,1.9650,0.9366,1.6990,0.9161,8.2768,1.0004,0.8858,1.1638,1.4665,1.1163,112.4200,0.9170
2000-12-15,0.5458,1.2023,1.9650,0.9366,1.6795,0.9268,8.2768,1.0004,0.8981,1.1479,1.4763,1.1089,112.5500,0.9159
2000-12-18,0.5416,1.2116,1.9530,0.9424,1.6845,0.9240,8.2774,1.0003,0.8929,1.1546,1.4677,1.1154,112.0600,0.9200
2000-12-19,0.5435,1.2074,1.9550,0.9414,1.6940,0.9188,8.2772,1.0003,0.8902,1.1581,1.4620,1.1197,112.5500,0.9159
2000-12-20,0.5491,1.1950,1.9580,0.9400,1.6765,0.9284,8.2769,1.0004,0.9058,1.1381,1.4737,1.1108,112.5800,0.9157
2000-12-21,0.5533,1.1860,1.9530,0.9424,1.6722,0.9308,8.2768,1.0004,0.9112,1.1314,1.4707,1.1131,112.1800,0.9190
2000-12-22,0.5550,1.1823,1.9580,0.9400,1.6485,0.9442,8.2777,1.0003,0.9230,1.1169,1.4783,1.1074,112.7500,0.9143
2000-12-26,0.5588,1.1743,1.9610,0.9386,1.6342,0.9525,8.2769,1.0004,0.9292,1.1094,1.4800,1.1061,113.6200,0.9073
2000-12-27,0.5590,1.1739,1.9600,0.9390,1.6435,0.9471,8.2770,1.0004,0.9304,1.1080,1.4912,1.0978,114.2000,0.9027
2000-12-28,0.5522,1.1883,1.9550,0.9414,1.6450,0.9462,8.2781,1.0002,0.9257,1.1136,1.4907,1.0981,114.6200,0.8994
2000-12-29,0.5560,1.1802,1.9510,0.9434,1.6202,0.9607,8.2774,1.0003,0.9388,1.0981,1.4955,1.0946,114.3500,0.9015
2001-01-02,0.5592,1.1735,1.9380,0.9497,1.6075,0.9683,8.2779,1.0002,0.9465,1.0892,1.4977,1.0930,114.7300,0.8985
2001-01-03,0.5635,1.1645,1.9460,0.9458,1.6025,0.9713,8.2773,1.0003,0.9473,1.0883,1.5045,1.0881,114.2600,0.9022
2001-01-04,0.5655,1.1604,1.9380,0.9497,1.6115,0.9659,8.2781,1.0002,0.9448,1.0911,1.4930,1.0965,115.4700,0.8928
2001-01-05,0.5712,1.1488,1.9530,0.9424,1.6025,0.9713,8.2775,1.0003,0.9535,1.0812,1.4990,1.0921,116.1900,0.8873
2001-01-08,0.5660,1.1594,1.9540,0.9419,1.6076,0.9682,8.2778,1.0003,0.9486,1.0868,1.4969,1.0936,115.9700,0.8889
2001-01-09,0.5628,1.1660,1.9410,0.9482,1.6210,0.9602,8.2771,1.0003,0.9397,1.0971,1.4900,1.0987,116.6400,0.8838
2001-01-10,0.5572,1.1777,1.9410,0.9482,1.6255,0.9576,8.2769,1.0004,0.9387,1.0982,1.4910,1.0979,116.2600,0.8867
2001-01-11,0.5595,1.1728,1.9490,0.9443,1.6123,0.9654,8.2767,1.0004,0.9520,1.0829,1.4965,1.0939,117.5600,0.8769
2001-01-12,0.5557,1.1809,1.9490,0.9443,1.6232,0.9589,8.2768,1.0004,0.9486,1.0868,1.4778,1.1077,117.7600,0.8754
2001-01-16,0.5549,1.1826,1.9540,0.9419,1.6390,0.9497,8.2766,1.0004,0.9374,1.0997,1.4675,1.1155,117.2800,0.8790
2001-01-17,0.5514,1.1901,1.9540,0.9419,1.6520,0.9422,8.2764,1.0004,0.9306,1.1078,1.4723,1.1119,118.3500,0.8711
2001-01-18,0.5562,1.1798,1.9530,0.9424,1.6195,0.9611,8.2764,1.0004,0.9446,1.0914,1.4755,1.1095,117.7800,0.8753
2001-01-19,0.5570,1.1781,1.9600,0.9390,1.6334,0.9529,8.2764,1.0004,0.9363,1.1010,1.4683,1.1149,117.2300,0.8794
2001-01-22,0.5544,1.1836,1.9580,0.9400,1.6370,0.9508,8.2782,1.0002,0.9374,1.0997,1.4650,1.1174,116.6200,0.8840
2001-01-23,0.5528,1.1870,1.9590,0.9395,1.6330,0.9532,8.2786,1.0002,0.9389,1.0980,1.4715,1.1125,116.9500,0.8815
2001-01-24,0.5449,1.2043,1.9620,0.9381,1.6547,0.9407,8.2786,1.0002,0.9258,1.1135,1.4616,1.1200,118.1800,0.8723
2001-01-25,0.5451,1.2038,1.9740,0.9324,1.6558,0.9400,8.2786,1.0002,0.9219,1.1182,1.4605,1.1208,116.9100,0.8818
2001-01-26,0.5432,1.2080,1.9770,0.9310,1.6582,0.9387,8.2786,1.0002,0.9213,1.1190,1.4590,1.1220,117.1600,0.8799
2001-01-29,0.5432,1.2080,1.9770,0.9310,1.6560,0.9399,8.2786,1.0002,0.9181,1.1229,1.4570,1.1235,116.6700,0.8836
2001-01-30,0.5474,1.1988,1.9695,0.9345,1.6455,0.9459,8.2786,1.0002,0.9264,1.1128,1.4615,1.1201,115.7500,0.8906
2001-01-31,0.5480,1.1974,1.9720,0.9333,1.6425,0.9476,8.2781,1.0002,0.9308,1.1075,1.4613,1.1202,116.3900,0.8857
2001-02-01,0.5540,1.1845,1.9825,0.9284,1.6330,0.9532,8.2772,1.0003,0.9384,1.0986,1.4775,1.1080,115.3300,0.8939
2001-02-02,0.5521,1.1886,1.9940,0.9230,1.6425,0.9476,8.2774,1.0003,0.9357,1.1017,1.4692,1.1142,115.6500,0.8914
2001-02-05,0.5508,1.1914,1.9960,0.9221,1.6355,0.9517,8.2770,1.0004,0.9395,1.0973,1.4750,1.1098,114.9900,0.8965
2001-02-06,0.5490,1.1953,1.9970,0.9216,1.6538,0.9412,8.2766,1.0004,0.9304,1.1080,1.4585,1.1224,114.8800,0.8974
2001-02-07,0.5462,1.2014,2.0060,0.9175,1.6475,0.9448,8.2765,1.0004,0.9331,1.1048,1.4633,1.1187,116.2100,0.8871
2001-02-08,0.5361,1.2240,1.9920,0.9239,1.6707,0.9316,8.2763,1.0004,0.9184,1.1225,1.4440,1.1337,116.3000,0.8864
2001-02-09,0.5367,1.2227,1.9860,0.9267,1.6560,0.9399,8.2764,1.0004,0.9267,1.1124,1.4490,1.1297,117.5700,0.8768
2001-02-12,0.5381,1.2195,1.9830,0.9281,1.6557,0.9401,8.2774,1.0003,0.9287,1.1100,1.4513,1.1280,117.6200,0.8765
2001-02-13,0.5337,1.2295,1.9820,0.9286,1.6683,0.9330,8.2765,1.0004,0.9204,1.1201,1.4510,1.1282,117.3000,0.8789
2001-02-14,0.5282,1.2423,1.9890,0.9253,1.6690,0.9326,8.2764,1.0004,0.9197,1.1209,1.4578,1.1229,116.6500,0.8838
2001-02-15,0.5240,1.2523,1.9840,0.9277,1.6920,0.9199,8.2772,1.0003,0.9057,1.1382,1.4490,1.1297,115.6700,0.8912
2001-02-16,0.5305,1.2369,1.9930,0.9235,1.6763,0.9285,8.2770,1.0004,0.9162,1.1252,1.4505,1.1286,115.4600,0.8929
2001-02-20,0.5224,1.2561,2.0090,0.9161,1.6870,0.9226,8.2767,1.0004,0.9096,1.1334,1.4436,1.1340,115.5700,0.8920
2001-02-21,0.5234,1.2537,2.0190,0.9116,1.6897,0.9212,8.2772,1.0003,0.9077,1.1357,1.4385,1.1380,116.4500,0.8853
2001-02-22,0.5246,1.2509,2.0440,0.9004,1.6903,0.9208,8.2769,1.0004,0.9069,1.1367,1.4447,1.1331,116.5300,0.8847
2001-02-23,0.5218,1.2576,2.0470,0.8991,1.6885,0.9218,8.2774,1.0003,0.9095,1.1335,1.4470,1.1313,116.1500,0.8876
2001-02-26,0.5213,1.2588,2.0300,0.9067,1.6895,0.9213,8.2776,1.0003,0.9093,1.1337,1.4440,1.1337,116.6300,0.8839
2001-02-27,0.5236,1.2532,2.0340,0.9049,1.6837,0.9245,8.2781,1.0002,0.9128,1.1294,1.4405,1.1364,116.2000,0.8872
2001-02-28,0.5248,1.2504,2.0465,0.8993,1.6736,0.9300,8.2783,1.0002,0.9212,1.1191,1.4433,1.1342,117.2800,0.8790
2001-03-01,0.5262,1.2471,2.0430,0.9009,1.6557,0.9401,8.2778,1.0003,0.9291,1.1096,1.4553,1.1249,117.3300,0.8786
2001-03-02,0.5292,1.2400,2.0320,0.9058,1.6465,0.9453,8.2782,1.0002,0.9340,1.1037,1.4725,1.1117,119.0600,0.8659
2001-03-05,0.5218,1.2576,2.0250,0.9089,1.6538,0.9412,8.2777,1.0003,0.9289,1.1098,1.4687,1.1146,119.0800,0.8657
2001-03-06,0.5170,1.2692,2.0220,0.9102,1.6523,0.9420,8.2778,1.0003,0.9313,1.1069,1.4655,1.1170,118.8700,0.8672
2001-03-07,0.5090,1.2892,2.0470,0.8991,1.6582,0.9387,8.2773,1.0003,0.9274,1.1116,1.4612,1.1203,119.8600,0.8601
2001-03-08,0.5089,1.2894,2.0430,0.9009,1.6593,0.9380,8.2770,1.0004,0.9281,1.1108,1.4667,1.1161,119.5100,0.8626
2001-03-09,0.5085,1.2905,2.0570,0.8947,1.6545,0.9408,8.2774,1.0003,0.9315,1.1067,1.4675,1.1155,119.7100,0.8612
2001-03-12,0.5096,1.2877,2.0650,0.8913,1.6555,0.9402,8.2784,1.0002,0.9300,1.1085,1.4670,1.1159,120.6300,0.8546
2001-03-13,0.5031,1.3043,2.0620,0.8926,1.6838,0.9244,8.2783,1.0002,0.9148,1.1269,1.4513,1.1280,120.2000,0.8577
2001-03-14,0.4981,1.3174,2.0750,0.8870,1.6840,0.9243,8.2778,1.0003,0.9133,1.1288,1.4497,1.1292,120.9700,0.8522
2001-03-15,0.4944,1.3273,2.1025,0.8754,1.7002,0.9155,8.2776,1.0003,0.9046,1.1396,1.4436,1.1340,122.2300,0.8434
2001-03-16,0.4940,1.3283,2.1290,0.8645,1.7160,0.9071,8.2771,1.0003,0.8929,1.1546,1.4265,1.1476,122.8500,0.8392
2001-03-19,0.4984,1.3166,2.1710,0.8478,1.7068,0.9119,8.2772,1.0003,0.8985,1.1474,1.4237,1.1498,122.5700,0.8411
2001-03-20,0.4997,1.3132,2.1000,0.8764,1.6957,0.9179,8.2772,1.0003,0.9054,1.1386,1.4285,1.1460,122.7300,0.8400
2001-03-21,0.4936,1.3294,2.1070,0.8735,1.7085,0.9110,8.2771,1.0003,0.8970,1.1493,1.4310,1.1440,123.6200,0.8339
2001-03-22,0.4913,1.3356,2.1460,0.8576,1.7233,0.9032,8.2768,1.0004,0.8881,1.1608,1.4223,1.1510,123.8400,0.8324
2001-03-23,0.4963,1.3222,2.1720,0.8474,1.7155,0.9073,8.2773,1.0003,0.8926,1.1549,1.4292,1.1454,122.6400,0.8406
2001-03-26,0.4990,1.3150,2.1360,0.8617,1.7155,0.9073,8.2771,1.0003,0.8955,1.1512,1.4345,1.1412,122.8100,0.8394
2001-03-27,0.4963,1.3222,2.1240,0.8665,1.7198,0.9050,8.2773,1.0003,0.8910,1.1570,1.4290,1.1456,122.9900,0.8382
2001-03-28,0.4936,1.3294,2.1250,0.8661,1.7245,0.9026,8.2777,1.0003,0.8882,1.1607,1.4352,1.1406,122.6200,0.8407
2001-03-29,0.4921,1.3335,2.1430,0.8588,1.7323,0.8985,8.2779,1.0002,0.8807,1.1705,1.4302,1.1446,123.4500,0.8351
2001-03-30,0.4881,1.3444,2.1750,0.8462,1.7360,0.8966,8.2777,1.0003,0.8794,1.1723,1.4190,1.1536,125.5400,0.8212
2001-04-02,0.4828,1.3592,2.1580,0.8529,1.7317,0.8988,8.2776,1.0003,0.8824,1.1683,1.4200,1.1528,126.7500,0.8133
2001-04-03,0.4860,1.3502,2.1730,0.8470,1.7120,0.9092,8.2772,1.0003,0.8930,1.1544,1.4305,1.1444,125.4100,0.8220
2001-04-04,0.4893,1.3411,2.1650,0.8501,1.6951,0.9182,8.2771,1.0003,0.9013,1.1438,1.4350,1.1408,125.3800,0.8222
2001-04-05,0.4898,1.3397,2.1680,0.8489,1.7020,0.9145,8.2768,1.0004,0.8976,1.1485,1.4266,1.1475,124.3300,0.8292
2001-04-06,0.4958,1.3235,2.1510,0.8556,1.7000,0.9156,8.2767,1.0004,0.9002,1.1452,1.4383,1.1381,124.0300,0.8312
2001-04-09,0.4948,1.3262,2.1670,0.8493,1.6955,0.9180,8.2770,1.0004,0.9014,1.1437,1.4470,1.1313,124.8500,0.8257
2001-04-10,0.4945,1.3270,2.1460,0.8576,1.7165,0.9068,8.2769,1.0004,0.8884,1.1604,1.4360,1.1400,124.4800,0.8282
2001-04-11,0.5025,1.3059,2.1560,0.8537,1.7161,0.9070,8.2769,1.0004,0.8856,1.1641,1.4340,1.1416,124.8200,0.8259
2001-04-12,0.5082,1.2912,2.1622,0.8512,1.7062,0.9123,8.2772,1.0003,0.8922,1.1555,1.4391,1.1375,123.5100,0.8347
2001-04-13,0.5081,1.2915,2.1560,0.8537,1.7127,0.9088,8.2769,1.0004,0.8888,1.1599,1.4354,1.1404,124.1500,0.8304
2001-04-16,0.5105,1.2854,2.1830,0.8431,1.7180,0.9060,8.2769,1.0004,0.8862,1.1633,1.4360,1.1400,124.6400,0.8271
2001-04-17,0.5055,1.2981,2.1930,0.8393,1.7310,0.8992,8.2775,1.0003,0.8814,1.1696,1.4287,1.1458,123.6700,0.8336
2001-04-18,0.4990,1.3150,2.1700,0.8482,1.7375,0.8958,8.2775,1.0003,0.8816,1.1694,1.4257,1.1482,122.3500,0.8426
2001-04-19,0.5085,1.2905,2.1950,0.8385,1.7170,0.9065,8.2773,1.0003,0.8909,1.1571,1.4366,1.1395,121.8700,0.8459
2001-04-20,0.5178,1.2673,2.2280,0.8261,1.6926,0.9196,8.2775,1.0003,0.9032,1.1414,1.4428,1.1346,122.5200,0.8414
2001-04-23,0.5061,1.2966,2.2580,0.8151,1.7087,0.9109,8.2770,1.0004,0.8960,1.1506,1.4377,1.1386,121.6800,0.8472
2001-04-24,0.5035,1.3033,2.2600,0.8144,1.7115,0.9094,8.2769,1.0004,0.8946,1.1524,1.4365,1.1396,122.0800,0.8444
2001-04-25,0.5045,1.3007,2.2950,0.8020,1.7075,0.9116,8.2767,1.0004,0.8972,1.1490,1.4397,1.1370,122.2100,0.8435
2001-04-26,0.5065,1.2956,2.2670,0.8119,1.7060,0.9124,8.2769,1.0004,0.9011,1.1440,1.4378,1.1385,123.1300,0.8372
2001-04-27,0.5102,1.2862,2.2220,0.8283,1.7232,0.9033,8.2773,1.0003,0.8924,1.1552,1.4362,1.1398,123.7600,0.8330
2001-04-30,0.5096,1.2877,2.1890,0.8408,1.7345,0.8974,8.2774,1.0003,0.8874,1.1617,1.4306,1.1443,123.5700,0.8343
2001-05-01,0.5177,1.2675,2.2030,0.8355,1.7255,0.9021,8.2774,1.0003,0.8937,1.1535,1.4340,1.1416,121.9200,0.8456
2001-05-02,0.5213,1.2588,2.2330,0.8242,1.7307,0.8993,8.2774,1.0003,0.8925,1.1551,1.4345,1.1412,121.7200,0.8469
2001-05-03,0.5187,1.2651,2.2375,0.8226,1.7355,0.8969,8.2774,1.0003,0.8891,1.1595,1.4322,1.1430,121.1900,0.8506
2001-05-04,0.5189,1.2646,2.2145,0.8311,1.7304,0.8995,8.2774,1.0003,0.8934,1.1539,1.4362,1.1398,121.0500,0.8516
2001-05-07,0.5186,1.2653,2.2010,0.8362,1.7305,0.8995,8.2774,1.0003,0.8916,1.1562,1.4400,1.1368,121.3400,0.8496
2001-05-08,0.5182,1.2663,2.2315,0.8248,1.7420,0.8935,8.2785,1.0002,0.8848,1.1651,1.4315,1.1436,121.6600,0.8474
2001-05-09,0.5222,1.2566,2.2605,0.8142,1.7429,0.8931,8.2775,1.0003,0.8845,1.1655,1.4209,1.1521,122.2500,0.8433
2001-05-10,0.5241,1.2521,2.2785,0.8078,1.7485,0.8902,8.2771,1.0003,0.8792,1.1725,1.4186,1.1540,122.7100,0.8401
2001-05-11,0.5207,1.2602,2.2860,0.8051,1.7522,0.8883,8.2771,1.0003,0.8759,1.1770,1.4177,1.1547,122.5000,0.8416
2001-05-14,0.5180,1.2668,2.3090,0.7971,1.7516,0.8886,8.2771,1.0003,0.8748,1.1784,1.4176,1.1548,123.1200,0.8373
2001-05-15,0.5193,1.2636,2.3370,0.7875,1.7432,0.8929,8.2709,1.0011,0.8788,1.1731,1.4236,1.1499,123.2600,0.8364
2001-05-16,0.5233,1.2540,2.3235,0.7921,1.7329,0.8982,8.2769,1.0004,0.8842,1.1659,1.4293,1.1453,123.5900,0.8341
2001-05-17,0.5273,1.2445,2.3060,0.7981,1.7393,0.8949,8.2767,1.0004,0.8828,1.1678,1.4310,1.1440,122.6800,0.8403
2001-05-18,0.5251,1.2497,2.2950,0.8020,1.7486,0.8901,8.2768,1.0004,0.8774,1.1749,1.4333,1.1421,123.6700,0.8336
2001-05-21,0.5290,1.2405,2.3270,0.7909,1.7485,0.8902,8.2778,1.0003,0.8762,1.1766,1.4380,1.1384,122.9100,0.8387
2001-05-22,0.5231,1.2544,2.3020,0.7995,1.7666,0.8811,8.2774,1.0003,0.8657,1.1908,1.4278,1.1465,122.7900,0.8396
2001-05-23,0.5188,1.2648,2.3450,0.7849,1.7755,0.8767,8.2771,1.0003,0.8598,1.1990,1.4245,1.1492,120.3900,0.8563
2001-05-24,0.5175,1.2680,2.3550,0.7815,1.7793,0.8748,8.2770,1.0004,0.8570,1.2029,1.4103,1.1607,120.1500,0.8580
2001-05-25,0.5193,1.2636,2.3400,0.7865,1.7790,0.8749,8.2771,1.0003,0.8577,1.2019,1.4207,1.1522,120.7500,0.8537
2001-05-29,0.5166,1.2702,2.3350,0.7882,1.7840,0.8725,8.2768,1.0004,0.8547,1.2062,1.4187,1.1539,120.1000,0.8584
2001-05-30,0.5130,1.2791,2.3575,0.7807,1.7775,0.8757,8.2777,1.0003,0.8576,1.2021,1.4251,1.1487,120.2700,0.8572
2001-05-31,0.5068,1.2948,2.3590,0.7802,1.7970,0.8662,8.2770,1.0004,0.8455,1.2193,1.4175,1.1549,118.8800,0.8672
2001-06-01,0.5084,1.2907,2.3850,0.7717,1.7992,0.8651,8.2777,1.0003,0.8452,1.2197,1.4160,1.1561,119.1300,0.8654
2001-06-04,0.5062,1.2963,2.3595,0.7800,1.7968,0.8663,8.2770,1.0004,0.8449,1.2201,1.4123,1.1591,119.5000,0.8627
2001-06-05,0.5093,1.2884,2.3900,0.7701,1.7805,0.8742,8.2769,1.0004,0.8504,1.2123,1.4113,1.1599,120.2700,0.8572
2001-06-06,0.5141,1.2764,2.3820,0.7727,1.7988,0.8653,8.2772,1.0003,0.8452,1.2197,1.3906,1.1772,120.3500,0.8566
